,ticker,date,time,headline,pred_label
8,CVS,08/02/2023,6:30:00," CVS Health Reaffirms 2023 Adj. EPS Guidance; Q4 Adj. Operating Profit Declines  CVS Health To Buy Oak Street Health For Around $10.6 Bln Cash  CVS Health Corp. Q4 Profit Increases, beats estimates CVS Health Q4 22 Earnings Conference Call At 8:00 AM ET ",1
9,YUM,08/02/2023,7:00:00," Yum! Brands Inc. Q4 Profit Increases, beats estimates Yum! Brands Q4 22 Earnings Conference Call At 8:15 AM ET ",1
10,UBER,08/02/2023,6:55:00," Uber Q4 Profit Down; Adj. EBITDA, Revenues Climb; Sees Growth In FY23  Uber Technologies Q4 Profit Down, Revenues Climb ",0
11,FOXA,08/02/2023,8:00:00," Fox Q2 Profit Matches Estimates, Revenues Up 4%; Board Authorizes Incremental Stock Repurchases  Fox Corp. Q2 23 Earnings Conference Call At 8:30 AM ET ",1
12,FOX,08/02/2023,8:00:00," Fox Q2 Profit Matches Estimates, Revenues Up 4%; Board Authorizes Incremental Stock Repurchases  Fox Corp. Q2 23 Earnings Conference Call At 8:30 AM ET ",1
13,ETN,08/02/2023,6:30:00," Eaton Guides Q1, FY23 Adj. EPS Well Below Estimates - Update  Eaton Corp. Q4 Profit Increases, beats estimates",0
14,EMR,08/02/2023,6:55:00, Emerson Electric Boosts FY23 Sales Growth Outlook; Declares Dividend - Update  Emerson Electric Co. Q1 23 Earnings Conference Call AT 8:30 AM ET  Emerson Electric Co. Profit Climbs In Q1,1
15,D,08/02/2023,7:30:00," Dominion Energy, Inc. Q4 Earnings Summary Dominion Energy Q4 22 Earnings Conference Call At 10:00 AM ET ",0
16,CME,08/02/2023,7:00:00," CME Group, Inc. Q4 Profit Increases, beats estimates CME Group Q4 22 Earnings Conference Call At 8:30 AM ET ",1
17,CDW,08/02/2023,7:00:00," CDW Authorized $750 Mln Increase In Share Repurchase  CDW Corporation Q4 Profit Increases, beats estimates",1
18,BG,08/02/2023,6:00:00, Bunge Q4 Adj. EPS Tops Estimates; Guides FY23 Below Estimates ,0
19,TRMB,08/02/2023,6:55:00," Trimble Q4 Net Down As Revenues Drop, Misses View; 2023 Guidance Below View ",0
0,PEP,09/02/2023,6:00:00," PepsiCo Q4 Core EPS Beats Market, Lifts Dividend; Sees Growth In FY23  PepsiCo Q4 Profit Down, Core EPS, Top Line Beat Market; Lifts Dividend; Sees Growth In FY23  Pepsico Inc Q4 Profit Decreases, but beats estimates Pepsico Q4 22 Earnings Conference Call At 8:15 AM ET ",1
1,PM,09/02/2023,7:00:00," Philip Morris Sees 2023 Currency-neutral Adj. EPS Growth Of 7-9%, Organic Top-line Growth Of 7-8.5%  Philip Morris International Q4 22 Earnings Conference Call At 9:00 AM ET ",1
2,ABBV,09/02/2023,7:44:00," AbbVie Q4 22 Earnings Conference Call At 9:00 AM ET  AbbVie Q4 Profit Decreases, but beats estimates",0
3,TPR,09/02/2023,6:45:00," Tapestry Raises 2023 Earnings Outlook; On Track To Return $1 Bln To Shareholders  Tapestry, Inc. Q2 Earnings Summary",1
4,SPGI,09/02/2023,7:11:00, S&P Global Inc. Profit Falls In Q4 S&P Global Q4 22 Earnings Conference Call At 8:30 AM ET ,0
5,RL,09/02/2023,8:01:00, Ralph Lauren Reaffirms FY23 Revenue Growth Outlook - Update  Ralph Lauren Corp. Q3 Profit Beats Estimates,1
6,K,09/02/2023,8:00:00," Kellogg Q4 Profit Beats Estimates, Organic Growth In Net Sales At 16.2%; Issues FY23 Guidance  Kellogg Company Q4 Earnings Summary Kellogg Q4 22 Earnings Conference Call At 9:30 AM ET ",1
7,HLT,09/02/2023,6:00:00," Hilton Sees Q1 Earnings In Line Or Below Market, Higher Earnings In FY23 - Update  Amended: Hilton Worldwide Holdings Q4 Profit Beats Estimates ",0.5
8,HII,09/02/2023,7:15:00," Huntington Ingalls Industries, Inc. Q4 Profit Climbs, but misses estimates",0
9,DUK,09/02/2023,6:10:00, Duke Energy Corp Q4 Earnings Summary Duke Energy Q4 Results Top Estimates; Reaffirms FY23 Outlook ,1
10,BWA,09/02/2023,6:30:00," BorgWarner Expects Electric Vehicle Sales To Grow Significantly In 2023  Borg Warner Inc. Q4 Profit Increases, beats estimates Borg Warner Q4 22 Earnings Conference Call At 9:30 AM ET ",1
11,BAX,09/02/2023,7:15:00," Baxter International Guides Q1, FY23 Adj. EPS Well Below Estimates; To Cut 5% Jobs - Update  Baxter International Inc. Q4 Profit Decreases, misses estimates Baxter International Q4 22 Earnings Conference Call At 8:30 AM ET ",0
12,WTW,09/02/2023,6:00:00," Willis Towers Watson Public Limited Company Q4 Profit Decreases, but beats estimates Willis Towers Watson Q4 Profit Beats Estimates ",0.5
13,MAS,09/02/2023,7:00:00," Masco Sees Weak FY23 Earnings, Below Market; Lifts Dividend - Update  Masco Corp. Q4 Profit Decreases, misses estimates Masco Q4 22 Earnings Conference Call At 8:00 AM ET ",0
14,KIM,09/02/2023,6:50:00," Kimco Realty Sees Higher Net Income, Weak FFO In FY23 - Update  Kimco Realty Corp. Q4 Earnings Summary Kimco Realty Q4 22 Earnings Conference Call At 8:30 AM ET ",0
15,IPG,09/02/2023,7:00:00, Interpublic Q4 Adj. EPS Tops Estimates; Boosts Dividend 7% ,1
16,IQV,10/02/2023,7:00:00," IQVIA Issues 2023 Guidance  IQVIA Holdings Inc. Q4 Profit Decreases, but beats estimates IQVIA Holdings Q4 22 Earnings Conference Call AT 9:00 AM ET ",0
17,GPN,10/02/2023,6:55:00," Global Payments Q4 Results Top Estimates; Sees FY23 Revenues Above Estimates  Global Payments Inc. Q4 Profit Increases, beats estimates Global Payments Q4 22 Earnings Conference Call At 8:00 AM ET ",1
18,FIS,13/02/2023,7:00:00," FIS To Separate Merchant Solutions Business  FIS Q4 Profit Tops Estimates, Revenue Up 4% On Organic Basis; To Spin Off Merchant Business  Fidelity National Information Services Q4 Earnings Summary",1
19,KO,14/02/2023,6:55:00," Coca-Cola Q4 Profit Down 16%, But Meets Estimates  The Coca-Cola Company Q4 Profit Drops, Inline With Estimates The Coca-Cola Q4 22 Earnings Conference Call At 8:30 AM ET ",0
0,ZTS,14/02/2023,7:00:00," Zoetis Q4 Profit Up, Beats Estimates; Sees Annual Earnings Better Than Estimates - Update  Zoetis Q4 22 Earnings Conference Call At 8:30 AM ET ",1
1,MAR,14/02/2023,7:00:00," Marriott Sees Q1 Adj. EPS Above Market, Higher FY23 Results - Update  Marriott International Inc. Q4 Profit Increases, beats estimates Marriott International Q4 22 Earnings Conference Call At 8:30 AM ET ",1
2,HWM,14/02/2023,7:00:00,,0.5
3,EXC,14/02/2023,7:00:00, Exelon Q4 Adj. Profit Rises; Issues 2023 Earnings Guidance ,1
4,RVTY,14/02/2023,6:00:00," PerkinElmer Q4 Profit Down, But Beats Estimates; Guides 2023 Below View - Update  PerkinElmer Q4 22 Earnings Conference Call At 8:00 AM ET ",0.5
5,ECL,14/02/2023,8:00:00," Ecolab Guides Q1 Adj. EPS In Line With Estimates - Update  Ecolab Inc. Q4 Profit Decreases, but beats estimates Ecolab Q4 22 Earnings Conference Call At 1:00 PM ET ",1
6,LDOS,14/02/2023,6:00:00," Leidos Holdings Guides FY23 Adj. EPS Below Estimates - Update  Leidos Holdings, Inc. Q4 Profit Increases, beats estimates Leidos Holdings Q4 22 Earnings Conference Call At 8:00 AM ET ",0.5
7,BIIB,15/02/2023,7:00:00," Biogen Q4 Results Top Estimates  Biogen Inc. Q4 Profit Increases, beats estimates Biogen Q4 22 Earnings Conference Call At 8:00 AM ET ",1
8,WAB,15/02/2023,6:30:00," Wabtec Q4 22 Earnings Conference Call At 8:30 AM ET  Wabtec Guides FY23 Adj. EPS In Line; Boosts Dividend 13% - Update  Wabtec Corporation Q4 Profit Decreases, but beats estimates",1
9,KHC,15/02/2023,7:01:00, Kraft Heinz Q4 Profit Beats Estimates; Organic Net Sales Up 10.4%  The Kraft Heinz Company Q4 Earnings Summary The Kraft Heinz Q4 22 Earnings Conference Call At 9:00 AM ET ,1
10,ADI,15/02/2023,7:00:00," Analog Devices Guides Q2 Above Estimates; Boosts Dividend 13% - Update  Analog Devices Q1 Profit Increases, beats estimates Analog Devices Q1 23 Earnings Conference Call At 10:00 AM ET ",1
11,GNRC,15/02/2023,6:00:00,,0.5
12,MLM,15/02/2023,6:55:00," Martin Marietta Materials Q4 Adj. Profit Declines; Issues FY23 Outlook  Martin Marietta Materials, Inc. Q4 Profit Increases, but misses estimates",0.5
13,WAT,15/02/2023,6:50:00," Waters Corp. To Buy Wyatt For $1.36 Bln In Cash  Waters Sees Q1 Adj. Earnings Below Market, Higher FY23 Results - Update  Waters Corp. Q4 Profit Increases, beats estimates Waters Corp. Q4 22 Earnings Conference Call At 8:00 AM ET ",1
14,PARA,16/02/2023,7:00:00,,0.5
15,SO,16/02/2023,7:30:00, Southern Company Issues Earnings Guidance  Southern Co. Q4 Earnings Summary Southern Co. Q4 22 Earnings Conference Call At 1:00 PM ET ,1
16,HSIC,16/02/2023,6:30:00," Henry Schein Guides FY23 EPS Above View; Q4 Adj. EPS Meets Estimates  Henry Schein Inc. Q4 Profit Decreases, but beats estimates",1
17,ZBRA,16/02/2023,6:30:00, Zebra Technologies Q1 Earnings Outlook Below View  Zebra Technologies Corporation Q4 Profit Beats Estimates,0.5
18,WST,16/02/2023,6:00:00," West Pharmaceutical Q4 Profit Down, But Beats Estimates - Update ",0.5
19,VMC,16/02/2023,7:31:00," Vulcan Materials Co. Q4 Profit Decreases, misses estimates Vulcan Materials Q4 22 Earnings Conference Call At 11:00 AM ET ",0
0,POOL,16/02/2023,7:00:00,,0.5
1,NRG,16/02/2023,6:35:00,,0.5
2,LH,16/02/2023,6:45:00," Labcorp Q4 22 Earnings Conference Call At 9:00 AM ET  Labcorp Guides FY23 Adj. EPS In Line With Estimates - Update  Laboratory Corporation Of America Holdings Q4 Profit Decreases, but beats estimates",0.5
3,HAS,16/02/2023,6:30:00, Hasbro Q4 Adj. EPS Tops View; Guides FY23 Below Estimates ,0.5
4,ETR,16/02/2023,6:30:00," Entergy Issues Earnings Guidance  Entergy Corp Q4 Profit Drops, Inline With Estimates",0.5
5,EPAM,16/02/2023,6:00:00,,0.5
6,CEG,16/02/2023,6:43:00,,0.5
7,DE,17/02/2023,6:15:00, Deere & Co. Boosts FY23 Net Income Outlook As Q1 Results Top Estimates  Deere And Co Q1 23 Earnings Conference Call At 10:00 AM ET ,1
8,PPL,17/02/2023,8:00:00," PPL Reaffirms 2023 Earnings Guidance Range  PPL Corporation Q4 Profit Increases, Inline With Estimates PPL Corp. Q4 22 Earnings Conference Call At 11:00 AM ET ",0.5
9,CNP,17/02/2023,6:25:00," CenterPoint Energy Reiterates 2023 Guidance  CenterPoint Energy Inc Q4 Profit Decreases, misses estimates CenterPoint Energy Q4 22 Earnings Conference Call At 8:00 AM ET ",0.5
10,WMT,21/02/2023,7:00:00," Walmart Q4 Results Top Estimates  Walmart Inc. Q4 Profit Increases, beats estimates Walmart Q4 23 Earnings Conference Call At 8:00 AM ET ",1
11,HD,21/02/2023,6:00:00," The Home Depot Q4 22 Earnings Conference Call At 9:00 AM ET  Home Depot Q4 EPS Tops View; Sees Weak Earnings, Flat Sales In FY23; Stock Down In Pre-market  The Home Depot, Inc. Q4 Income Climbs, Beats estimates",0.5
12,MDT,21/02/2023,6:45:00," Medtronic Boosts FY23 Adj. EPS Outlook - Update  Medtronic Q3 23 Earnings Conference Call At 8:00 AM ET  Medtronic plc Q3 Profit Decreases, but beats estimates",1
13,TAP,21/02/2023,7:00:00, Molson Coors Beverage Sees Constant Currency Sales Growth In FY23 - Update  Molson Coors Brewing Company Q4 Earnings Summary,0.5
14,IR,21/02/2023,6:00:00," Ingersoll Rand Q4 22 Earnings Conference Call At 8:00 AM ET  Ingersoll Rand Issues 2023 Guidance  Ingersoll Rand Inc Q4 Profit Decreases, but beats estimates",0.5
15,EXPD,21/02/2023,8:30:00," Expeditors International of Washington Inc. Q4 Profit Declines, misses estimates",0
16,PEG,21/02/2023,7:30:00," Public Service Enterprise Narrows FY23 Operating Earnings View - Update  Public Service Enterprise Group Inc Q4 Profit Increases, beats estimates",0.5
17,TJX,22/02/2023,7:30:00," TJX Q4 Income Rises; Guides Q1, Annual Profit Below View; Sets Higher Dividend - Update ",0.5
18,NI,22/02/2023,6:30:00," NiSource Lifts FY23 Adj. Earnings View, Inline Or Above Market - Update  NiSource Inc. Q4 Profit Increases, beats estimates NiSource Q4 22 Earnings Conference Call At 11:00 AM ET ",1
19,CRL,22/02/2023,7:00:00," Charles River Q4 Results Top Estimates, Sees FY23 Earnings Below Market; Stock Down In Premarket ",0.5
0,TRGP,22/02/2023,6:00:00,,0
1,ALLE,22/02/2023,5:30:00," Allegion Q4 22 Earnings Conference Call At 8:00 AM ET  Allegion Q4 Results Top Estimates; Sees FY23 Earnings Above Market  Allegion Q4 Profit Increases, beats estimates",1
2,GRMN,22/02/2023,7:00:00," Garmin Issues FY23 Guidance  Garmin Ltd Q4 Profit Increases, beats estimates",1
3,DOC,22/02/2023,7:50:00,,0
4,PCG,23/02/2023,6:15:00," PG&E Corp. Reaffirms FY22 Adj. EPS Outlook - Update  PG&E Corp. Q4 Profit Increases, but misses estimates",0
5,NEM,23/02/2023,7:00:00, Newmont Corporation Q4 Earnings Summary,0
6,LKQ,23/02/2023,6:00:00, LKQ Q4 Results Miss Estimates; Sees FY23 Profit In Line With View ,0
7,GPC,23/02/2023,6:55:00," Genuine Parts Company Issues FY23 Guidance  Genuine Parts Co Q4 Profit Decreases, but beats estimates",0
8,DTE,23/02/2023,7:00:00, DTE Energy FY22 Net Income Rises ,1
9,CBRE,23/02/2023,6:52:00," CBRE Group Q4 22 Earnings Conference Call At 8:30 AM ET  CBRE Group, Inc. Q4 Profit Decreases, but beats estimates",0
10,AMT,23/02/2023,7:00:00, American Tower Corp. Q4 Earnings Summary American Tower Q4 22 Earnings Conference Call At 8:30 AM ET ,1
11,TFX,23/02/2023,6:30:00, Teleflex Q4 Profit Beats Estimates; Issues 2023 Guidance ,1
12,IRM,23/02/2023,6:45:00," Iron Mountain Guides FY23 Revenue In Line With Estimates - Update  Iron Mountain Inc Q4 Profit Increases, but misses estimates",0
13,DPZ,23/02/2023,7:30:00," Dominos Pizza Inc. Q4 Profit Climbs, Beats estimates",1
14,PWR,23/02/2023,6:55:00," Quanta Services Inc. Q4 Profit Increases, beats estimates",1
15,MRNA,23/02/2023,7:00:00," Moderna Q4 Profit Down, Misses Estimates On Weak COVID-19 Vaccine Sales ",0
16,KDP,23/02/2023,6:30:00," Keurig Dr Pepper Inc. Q4 Profit Drops, Inline With Estimates",0
17,BBWI,23/02/2023,6:00:00," Bath & Body Works Q4 Profit Down, Yet Tops Estimates; Warns On Q1, FY23; Stock Down In Pre-market ",0
18,AEP,23/02/2023,6:57:00," American Electric Power Q4 Profit Beats Estimates; Reaffirms Operating Earnings Guidance  American Electric Power Co Inc Q4 Profit Decreases, but beats estimates American Electric Power Co Q4 22 Earnings Conference Call At 9:00 AM ET ",0
19,EVRG,24/02/2023,7:00:00," Evergy Q4 22 Earnings Conference Call At 9:00 AM ET  Evergy Guides FY23 In Line With Estimates - Update  Evergy, Inc. Q4 Profit Decreases, but beats estimates",0
0,AES,27/02/2023,6:00:00," AES Q4 Loss Widens; Revenues Top Estimates  The AES Q4 22 Earnings Conference Call At 10:00 AM ET  AES Corp. Q4 Loss Increases, Misses View - Update ",0
1,PNW,27/02/2023,8:40:00, Pinnacle West Capital Corp. Q4 Earnings Summary,0.5
2,VTRS,27/02/2023,6:00:00," Viatris Names Scott Smith CEO, Succeeding Michael Goettler, With Effect From April 1  Viatris Q4 22 Earnings Conference Call At 8:30 AM ET  Viatris Sees Weak Revenues, Adj. EBITDA In FY23 - Update  Viatris Inc. Q4 Earnings Summary",0
3,TGT,28/02/2023,6:30:00," Target Q4 Results Top Estimates; Sees Q1, FY23 Earnings Below Market  Target Corp. Q4 Profit Down But Above Estimates - Update ",0
4,SRE,28/02/2023,6:55:00," Sempra Backs FY23 Earnings View, Long Term Growth Forecast - Update  Sempra Energy Q4 Profit Decreases, but beats estimates",0
5,SJM,28/02/2023,7:00:00, J. M. Smucker Q3 Profit Rises Above Estimates; Revises Earlier Outlook - Update  The J. M. Smucker Q3 23 Earnings Conference Call At 9:00 AM ET ,1
6,AZO,28/02/2023,6:55:00, AutoZone Q2 Results Top Estimates ,1
7,XRAY,28/02/2023,6:00:00," Dentsply Sirona Slips To Q4 Loss; Sees Organic Sales Growth In Q1, Weak Adj. EPS In FY23 ",0
8,NCLH,28/02/2023,7:00:00, Norwegian Cruise Line Q4 Adj. Loss Wider Than Estimates ,0
9,BLDR,28/02/2023,7:00:00,,0.5
10,DLTR,01/03/2023,7:30:00," Dollar Tree Guides Q1, FY23 Earnings Well Below Estimates - Update  Dollar Tree Inc. Q4 Profit  beats estimates Dollar Tree Q4 22 Earnings Conference Call AT 9:00 AM ET ",0
11,LOW,01/03/2023,6:00:00," Lowe''s Cos. Q4 22 Earnings Conference Call At 9:00 AM ET  Lowe's Guides FY23 Earnings In Line With Estimates - Update  Lowe's Cos. Q4 Profit Decreases, but beats estimates",0
12,KR,02/03/2023,8:30:00," Kroger Co. Issues 2023 Guidance  Kroger Co. Q4 Profit Decreases, but beats estimates Kroger Q4 22 Earnings Conference Call At 10:00 AM ET ",0
13,HRL,02/03/2023,6:30:00," Hormel Foods Q1 23 Earnings Conference Call At 9:30 AM ET  Hormel Foods Issues FY23 Guidance  Hormel Foods Corp Q1 Profit Declines, misses estimates",0
14,BBY,02/03/2023,7:00:00," Best Buy Guides FY23 Below Estimates; Boosts Dividend 5% - Update  Best Buy Co Inc. Q4 Profit Decreases, but beats estimates Best Buy Co Q4 23 Earnings Conference Call At 8:00 AM ET ",0
15,CPB,08/03/2023,7:15:00," Campbell Soup Boosts FY23 Outlook As Q2 Results Top Estimates  Campbell Soup Co. Q2 Profit Increases, beats estimates Campbell Soup Q2 23 Earnings Conference Call At 8:00 AM ET ",1
16,JBL,16/03/2023,7:45:00, Jabil Guides Q3 In Line With Estimates; Q2 Results Top Estimates  Jabil Q2 23 Earnings Conference Call At 8:30 AM ET ,1
17,DG,16/03/2023,6:55:00, Dollar General Q4 EPS Meets Estimates; Declares Dividend  Dollar General Q4 22 Earnings Conference Call At 10:00 AM ET ,0.5
18,GIS,23/03/2023,7:00:00," General Mills Q3 Profit Tops Estimates, Organic Net Sales Up 16%; Raises FY23 Outlook  General Mills Q3 Profit Decreases, but beats estimates General Mills Q3 23 Earnings Conference Call At 9:00 AM ET ",1
19,FDS,23/03/2023,7:00:00, FactSet Maintains FY23 Adj. EPS Outlook; Q2 Adj. EPS Tops View ,0.5
0,DRI,23/03/2023,7:00:00," Darden Restaurants Inc. Reveals Climb In Q3 Bottom Line, Beats estimates Darden Restaurants Q3 23 Earnings Conference Call At 8:30 AM ET ",1
1,ACN,23/03/2023,6:45:00," Accenture Sees Higher Q3 Revenues; Cuts FY23 Earnings, Sales Growth View - Update  Accenture plc Q2 Profit Decreases, but beats estimates Accenture Q2 23 Earnings Conference Call At 8:00 AM ET ",1
2,CCL,27/03/2023,9:15:00,,0
3,WBA,28/03/2023,7:00:00," Walgreens Boots Alliance, Inc. Q2 Profit Decreases, but beats estimates Walgreens Boots Alliance Q2 23 Earnings Conference Call At 8:30 AM ET ",1
4,MKC,28/03/2023,6:30:00," McCormick & Co. Q1 Profit Decreases, but beats estimates McCormick & Co. Q1 23 Earnings Conference Call At 8:00 AM ET ",1
5,CTAS,29/03/2023,8:30:00," Cintas Corporation Q3 Profit Increases, beats estimates Cintas Q3 23 Earnings Conference Call At 10:00 AM ET ",1
6,PAYX,29/03/2023,8:30:00," Paychex Inc. Q3 Profit Increases, beats estimates Paychex Q3 23 Earnings Conference Call At 9:30 AM ET ",1
7,CAG,05/04/2023,7:30:00," Conagra Brands Q3 23 Earnings Conference Call At 9:30 AM ET  Conagra Brands Boosts FY23 Adj. EPS Outlook - Update  Conagra Brands Inc. Q3 Profit Increases, beats estimates",1
8,STZ,06/04/2023,7:30:00," Constellation Brands Q4 Profit Beats Estimates; Organic Net Sales Down 4%  Constellation Brands Inc Q4 Profit Decreases, but beats estimates Constellation Brands Q4 23 Earnings Conference Call At 10:30 AM ET ",1
9,LW,06/04/2023,8:30:00, Lamb Weston Raises FY23 Financial Targets ,1
10,KMX,11/04/2023,6:50:00," CarMax Inc. Q4 Profit Declines, but beats estimates CarMax Q4 23 Earnings Conference Call At 9:00 AM ET ",1
11,DAL,13/04/2023,6:30:00," Delta Q1 Loss Narrows; Sees Q2 Earnings Above Market, Backs FY23 View  Delta Air Lines Inc Q1 Earnings Summary Delta Air Lines Q1 23 Earnings Conference Call At 10:00 AM ET ",1
12,PGR,13/04/2023,8:21:00,,0
13,FAST,13/04/2023,6:50:00," Fastenal Co. Profit Climbs In Q1, Beats estimates Fastenal Q1 23 Earnings Conference Call At 9:00 AM ET ",1
14,WFC,14/04/2023,6:45:00," Wells Fargo Q1 Profit Climbs, Tops Estimates On Strong Revenues  Wells Fargo & Co Q1 23 Earnings Conference Call At 10:00 AM ET ",1
15,C,14/04/2023,8:00:00," Citigroup Inc. Reveals Climb In Q1 Income, Beats estimates Citigroup Q1 23 Earnings Conference Call At 11:00 AM ET ",1
16,UNH,14/04/2023,5:55:00," Unitedhealth Q1 Profit Increases, Beats Estimates; Lifts FY23 Earnings View - Update  Unitedhealth Group Q1 23 Earnings Conference Call At 8:45 AM ET ",1
17,PNC,14/04/2023,6:40:00," PNC Financial Services Group Inc. Profit Rises In Q1, Beats estimates PNC Financial Services Group Q1 23 Earnings Conference Call At 11:00 AM ET ",1
18,BLK,14/04/2023,6:04:00," Blackrock Inc. Q1 Profit Decreases, but beats estimates Blackrock Q1 23 Earnings Conference Call At 7:30 AM ET ",1
19,JPM,14/04/2023,6:45:00," JPMorgan Chase Q1 Results Top Estimates; Stock Up In Pre-market  JPMorgan Chase & Co. Reports Advance In Q1 Profit, Beats estimates JPMorgan Chase Q1 23 Earnings Conference Call At 8:30 AM ET ",1
0,STT,17/04/2023,7:30:00, State Street Corp. Q1 Profit Declines  State Street Q1 23 Earnings Conference Call At 9:00 AM ET ,0
1,SCHW,17/04/2023,8:00:00," Charles Schwab Q1 Profit Tops Estimates; Revenue Growth At 10%  Charles Schwab Q1 Profit Increases, beats estimates",1
2,MTB,17/04/2023,6:05:00, M&T Bank Corp. Q1 Net Income Nearly Doubles  M&T Bank Corp. Bottom Line Rises In Q1 M&T Bank Q1 23 Earnings Conference Call At 11:00 AM ET ,1
3,JNJ,18/04/2023,6:20:00, Johnson & Johnson Q1 Profit Tops Estimates; Raises 2023 Guidance Midpoints  Johnson & Johnson Q1 Earnings Summary Johnson & Johnson Q1 23 Earnings Conference Call At 8:30 AM ET ,1
4,GS,18/04/2023,7:30:00," Goldman Sachs Q1 Profit Down, Yet Beats; Topline Misses View  Goldman Sachs Group Inc. Announces Drop In Q1 Bottom Line, but beats estimates Goldman Sachs Group Q1 23 Earnings Conference Call At 9:30 AM ET ",0.5
5,BAC,18/04/2023,6:45:00," Bank of America Corporation Bottom Line Advances In Q1, Beats estimates Bank Of America Q1 23 Earnings Conference Call At 8:30 AM ET ",1
6,LMT,18/04/2023,7:30:00, Lockheed Martin Corp. Q1 Profit Beats Estimates Lockheed Martin Q1 23 Earnings Conference Call At 11:00 AM ET ,1
7,BK,18/04/2023,6:32:00," Bank Of New York Mellon Q1 Profit Rises, Above Estimates  The Bank Of New York Mellon Q1 23 Earnings Conference Call At 10:30 AM ET ",1
8,PLD,18/04/2023,8:00:00," ProLogis Q1 Profit Down, Misses Estimates; Ups Outlook - Update  ProLogis Q1 23 Earnings Conference Call At 12:00 PM ET ",0
9,MS,19/04/2023,7:30:00," Morgan Stanley Announces Retreat In Q1 Bottom Line, but beats estimates Morgan Stanley Q1 23 Earnings Conference Call At 8:30 AM ET ",0.5
10,USB,19/04/2023,6:45:00," U.S. Bancorp Q1 Profit Rises; Issues Updated Guidance  US Bancorp Reports Increase In Q1 Bottom Line, but misses estimates",0.5
11,TRV,19/04/2023,6:57:00," The Travelers Companies Q1 23 Earnings Conference Call At 9:00 AM ET  The Travelers Companies  Inc. Q1 Profit Decreases, but beats estimates",0.5
12,ELV,19/04/2023,6:00:00,,0.5
13,ABT,19/04/2023,7:15:00," Abbott Laboratories Q1 Profit Decreases, but beats estimates Abbott Laboratories Q1 23 Earnings Conference Call At 9:00 AM ET ",0.5
14,SYF,19/04/2023,6:00:00," Synchrony Financial Q1 23 Earnings Conference Call At 8:00 AM ET  Synchrony Financial Q1 Income Falls, misses estimates",0
15,NDAQ,19/04/2023,7:00:00," Nasdaq Inc. Q1 Profit Increases, beats estimates Nasdaq Q1 23 Earnings Conference Call At 8:00 AM ET ",1
16,CFG,19/04/2023,6:20:00," Citizens Financial Group Q1 23 Earnings Conference Call At 9:00 AM ET  Citizens Financial Group, Inc. Bottom Line Advances In Q1, but misses estimates",0.5
17,BKR,19/04/2023,7:00:00," Baker Hughes Reports Higher Profit, Revenue In Q1  Baker Hughes Company Q1 Profit Increases, beats estimates Baker Hughes Q1 23 Earnings Conference Call At 8:30 AM ET ",1
18,T,20/04/2023,6:30:00, AT&T Inc. Reveals Drop In Q1 Bottom Line AT&T Q1 23 Earnings Conference Call At 8:30 AM ET ,0
19,CMA,20/04/2023,6:46:00," Blackstone Q1 Profit Misses Estimates  Comerica Inc. Bottom Line Advances In Q1, Beats estimates",0
0,STX,20/04/2023,8:00:00, Seagate Technology PLC Q3 Earnings Summary Seagate Technology Q3 23 Earnings Conference Call At 9:00 AM ET ,0.5
1,PM,20/04/2023,6:59:00, Philip Morris Q1 Earnings Decline; Guides Full-year Earnings Below View  Philip Morris International Q1 Income Declines Philip Morris International Q1 23 Earnings Conference Call At 9:00 AM ET ,0
2,BX,20/04/2023,7:00:00,,0.5
3,UNP,20/04/2023,7:45:00, Union Pacific Corp. Q1 Profit  beats estimates Union Pacific Q1 23 Earnings Conference Call At 8:45 AM ET ,1
4,NUE,20/04/2023,7:30:00," Nucor Corp. Announces Fall In Q1 Bottom Line, but beats estimates",0
5,MMC,20/04/2023,7:00:00," Marsh & McLennan Companies Q1 23 Earnings Conference Call At 8:30 AM ET  Marsh & McLennan Companies Inc Q1 Profit Increases, beats estimates",1
6,HBAN,20/04/2023,7:00:00," Huntington Bancshares Inc. Reveals Advance In Q1 Bottom Line, Beats estimates",1
7,GPC,20/04/2023,6:55:00," Genuine Parts Lifts FY23 Earnings View Above Market; Backs Revenue Growth Outlook - Update  Genuine Parts Co Q1 Profit Increases, beats estimates",1
8,FITB,20/04/2023,6:30:00," Fifth Third Bank Q1 Profit Climbs, But Below Estimates ",0
9,DHI,20/04/2023,6:30:00," D.R. Horton Q2 Profit, Revenue Drop, But Beat Estimates  D R Horton Inc. Q2 Income Retreats, but beats estimates",0
10,AXP,20/04/2023,7:00:00," American Express Backs FY23 Outlook - Update  American Express Co. Q1 Income Declines, misses estimates American Express Q1 23 Earnings Conference Call At 8:30 AM ET ",0
11,SNA,20/04/2023,6:30:00," Snap-On Inc. Bottom Line Rises In Q1, Beats estimates",1
12,POOL,20/04/2023,7:00:00," Pool Corp. Q1 Profit Decreases, misses estimates",0
13,KEY,20/04/2023,6:30:00," KeyCorp Bottom Line Declines In Q1, misses estimates",0
14,TFC,20/04/2023,5:45:00, Truist Financial Q1 23 Earnings Conference Call At 8:00 AM ET  Truist Financial Corporation Reports Advance In Q1 Income,1
15,PG,21/04/2023,6:55:00," P&G Q2 Results Top Estimates; Backs FY23 Earnings View, Lifts Sales Forecast  Procter & Gamble Co. Profit Rises In Q3, Beats estimates Procter & Gamble Q3 23 Earnings Conference Call At 8:30 AM ET ",1
